lon,lat,square,cost,category,street,ward,district,city,date_created,date_modified,url
10.74423,106.65105,69,Secret,can-ho-ban-chung-cu-cao-cap-3530,Võ Văn Kiệt Hồ Chí Minh ,Phường 03,Quận 6,TP.Hồ Chí Minh,18.10.2017,20.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/xuat-canh-toi-can-ban-can-ho-viva-riverside-69m2-t-6321044
10.74309,106.64764,77,Secret,can-ho-ban-chung-cu-cao-cap-3530,1472 Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/viva-riverside-chinh-chu-sang-gia-dot-1-23-trieu-m-6320941
10.73988,106.64325,77,Secret,can-ho-ban-chung-cu-cao-cap-3530,1472 Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/viva-riverside-chinh-chu-sang-gia-dot-1-23-trieu-m-6321285
10.73988,106.64325,75,Secret,can-ho-ban-chung-cu-3529,1472 Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,13.10.2017,13.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-chu-nhuong-lai-b19-07-va-b19-08-khu-chcc-viv-6301536
10.74309,106.64764,68,Secret,can-ho-ban-chung-cu-cao-cap-3530,1472 Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chung-cu-viva-mat-duong-vo-van-kiet-trung-tam-q6-t-5794366
10.74250,106.64726,53,Secret,can-ho-ban-chung-cu-cao-cap-3530,1472 Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-viva-riverside-giap-3-mat-tien-vo-van-kiet-6042159
10.75004,106.70968,51,Secret,can-ho-ban-chung-cu-cao-cap-3530,35 Bế Văn Cấm ,Phường Tân Kiểng,Quận 7,TP.Hồ Chí Minh,21.10.2017,21.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-ket-hop-luon-san-vuon-m-one-lau-cao-51m-6333897
0.0,0.0,80,Secret,can-ho-ban-chung-cu-cao-cap-3530,504 Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,18.10.2017,20.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/suat-noi-bo-can-ho-riva-park-quan-4-gia-tot-nhat-t-6032568
10.74309,106.64764,72,Secret,can-ho-ban-chung-cu-3529,Võ Văn Kiệt Ho Chi Minh City ,Phường 03,Quận 6,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-mt-vo-van-kiet-1ty2-nhan-nha-ngay-5709378
10.76451,106.74686,55,Secret,can-ho-ban-chung-cu-cao-cap-3530,đường xa lô hà nội phường an phú  ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-sieu-re-tai-quan-2-6321275
10.76371,106.69971,30,Secret,can-ho-ban-chung-cu-cao-cap-3530,132 Bến Vân Đồn ,Phường 06,Quận 4,TP.Hồ Chí Minh,19.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/cdt-con-duy-nhat-2-suat-ngoai-giao-officetel-mille-6321348
21.04904,105.80167,98,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Nghĩa Đô,Quận Cầu Giấy,TP.Hà Nội,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-3pn-98m2-trang-an-complex-tang-dep-ban-6328962
10.75516,106.71805,80,Secret,can-ho-ban-chung-cu-cao-cap-3530,"504 Nguyễn Tất Thành, P.18, Quận 4, Tp.Hồ Chí Minh ",Phường 18,Quận 4,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-quan-4-gia-2-7-ty-dien-tich-80m-tren-duong-6332921
10.74237,106.64721,52,Secret,can-ho-ban-chung-cu-3529,Võ Văn Kiệt ,Phường 03,Quận 6,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-duong-vo-van-kiet-can-ban-gia-tot-5141397
10.76451,106.74686,131,22000.0,can-ho-cho-thue-chung-cu-cao-cap-3551, ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-chcc-imperia-q2-131m2-3-pn-nha-vi-tri-dep-5986893
21.03650,105.78562,110,Secret,can-ho-ban-chung-cu-cao-cap-3530,Xuân Thủy Cầu Giấy ,Phường Yên Hòa,Quận Cầu Giấy,TP.Hà Nội,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-chung-cu-tang-6-toa-pico-173-xuan-thuy-cau-gia-6320403
10.72051,106.62091,68,Secret,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/heaven-cityview-70m2-2pn-2wc-tt-450tr-nhan-nha-can-6316233
21.06165,105.78370,86,Secret,can-ho-ban-chung-cu-cao-cap-3530,232 Phạm Văn Đồng ,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-gap-can-ho-3-phong-ngu-cua-chinh-huong-tay-6332870
10.80091,106.74191,95,18000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,Song Hành An Phú ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-ban-can-ho-imperia-quan-2-gia-hot-18-trie-6326865
10.80801,106.73241,68,Secret,can-ho-ban-chung-cu-3529,"159, Xa lộ Hà Nội, Phường Thảo Điền ",Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-masteri-q2-68m2-2pn-gia-2-3-ti-5096313
21.00833,105.79997,60,Secret,can-ho-ban-chung-cu-cao-cap-3530,"Hoàng Đạo Thúy, Nhân Chính, Hà Nội, Việt Nam ",Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-goc-3pn-view-ho-du-an-vinhomes-dcapiale-ch-6320015
10.72051,106.62091,50,900,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,10.10.2017,10.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chcc-heven-riverview-tt-q8-dai-lo-vo-van-kiet-gia-6288216
10.72051,106.62091,54,900,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,10.10.2017,10.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-900tr-nhan-can-ho-cao-cap-2-phong-ngu-ngay-mt-6290567
10.72388,106.62331,55,Secret,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,19.10.2017,19.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-ch-city-view-ngay-dai-lo-vo-van-kiet-quan-8-mo-6326559
10.76459,106.67332,35,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường 02,Quận 5,TP.Hồ Chí Minh,21.10.2017,21.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-cac-can-ho-van-phong-cua-toa-nha-the-everr-6333611
10.73072,106.70413,91,Secret,can-ho-ban-chung-cu-cao-cap-3530,"1 Nguyễn Văn Linh, Tân Phong, Hồ Chí Minh ",Phường Tân Phong,Quận 7,TP.Hồ Chí Minh,21.10.2017,21.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-shophouse-cua-chung-cu-cao-cap-hung-vu-6333599
10.81180,106.70193,100,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường 12,Quận 4,TP.Hồ Chí Minh,09.10.2017,21.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-chung-cu-khanh-hoi-2-3-phong-ngu-2-toi-6285504
20.42918,106.16611,80,16000.0,can-ho-cho-thue-chung-cu-cao-cap-3551,91 Điện Biên thành phố Nam Định ,Phường Cửa Bắc,Thành phố Nam Định,Nam Định,20.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-cao-cap-nam-dinh-tower-6326850
10.80459,106.71148,74,Secret,can-ho-ban-chung-cu-3529,Xô Viết Nghệ Tĩnh Bình Thạnh ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-masteri-thao-dien-quan-2-gia-chi-2pn-gi-6331224
0.0,0.0,65,950,can-ho-ban-chung-cu-3529, ,Phường 01,Quận 8,TP.Hồ Chí Minh,10.10.2017,10.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-1-ty-ck-4-heaven-cityview-block-dep-nhat-du-6287569
21.00833,105.79997,72,Secret,can-ho-ban-chung-cu-3529, ,Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,16.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-cac-can-ho-chung-cu-vinhomes-d-capitale-tran-d-6233169
10.71258,106.52866,41,495,can-ho-ban-chung-cu-3529,Trần Đại Nghĩa Hồ Chí Minh ,Xã Tân Nhựt,Huyện Bình Chánh,TP.Hồ Chí Minh,13.10.2017,19.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ruby-home-amazing-city-binh-chanh-chi-495-t-6211425
0.0,0.0,84,Secret,can-ho-ban-chung-cu-3529, ,Phường 06,Quận 8,TP.Hồ Chí Minh,10.10.2017,10.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tara-residence-trung-tam-quan-8-chi-19tr-m2-6213264
10.80801,106.73241,58,Secret,can-ho-ban-chung-cu-3529,Xa lộ Hà Nội Quận 2 ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,11.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ngay-tram-so-7-ga-metro-q2-sinh-loi-hon-100-6224902
10.75831,106.67092,62,Secret,can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Tri Phương ,Phường 09,Quận 5,TP.Hồ Chí Minh,20.10.2017,19.01.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-can-ho-cao-cap-gia-mem-ho-tro-tra-gop-5392400
10.75858,106.67199,62,Secret,can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Tri Phương-3/2 ,Phường 09,Quận 5,TP.Hồ Chí Minh,21.10.2017,19.01.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-can-ho-full-noi-that-chau-au-gia-re-5392407
10.75369,106.67313,62,Secret,can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Tri Phương ,Phường 07,Quận 5,TP.Hồ Chí Minh,21.10.2017,11.08.2016,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-can-ho-cao-cap-view-dep-full-noi-that-4935355
10.75554,106.69206,57,Secret,can-ho-ban-chung-cu-cao-cap-3530,Bến Vân Đồn ,Phường 01,Quận 4,TP.Hồ Chí Minh,16.03.2016,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-chung-cu-khanh-hoi-2-ben-van-don-q4-4505606
10.85185,106.77758,69,Secret,can-ho-ban-chung-cu-3529,Xa lộ Hà Nội Hồ Chí Minh ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-masteri-thao-dien-quan-2-gia-chi-3-3-ty-6331116
10.75554,106.69206,100,17000.0,can-ho-cho-thue-chung-cu-cao-cap-3551, ,Phường 01,Quận 4,TP.Hồ Chí Minh,10.10.2017,,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/can-cho-thue-gap-can-ho-khanh-hoi-2-dt-100m2-gia-t-6284150
10.72051,106.62091,68,Secret,can-ho-ban-chung-cu-3529,An Dương Vương Hồ Chí Minh ,Phường 16,Quận 8,TP.Hồ Chí Minh,08.10.2017,08.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-thuc-nhan-giu-cho-block-b-block-dep-nhat-du-5920748
20.42896,106.16611,72,Secret,can-ho-ban-chung-cu-3529,"Số 91, Đường Điện Biên, Phường Cửa Bắc, Thành Phố Nam Định ",Phường Cửa Bắc,Thành phố Nam Định,Nam Định,14.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-chung-cu-toa-nam-dinh-tower-25t-6301243
10.71258,106.52866,48,489,can-ho-ban-chung-cu-3529,Trần Đại Nghĩa Hồ Chí Minh ,Xã Tân Nhựt,Huyện Bình Chánh,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-rubyhome-5508617
0.0,0.0,57,Secret,can-ho-ban-chung-cu-3529,1 Tạ Quang Bửu ,Phường 06,Quận 8,TP.Hồ Chí Minh,04.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-tara-residence-6260310
10.80343,106.74666,74,Secret,can-ho-ban-chung-cu-cao-cap-3530,628 Xa lộ Hà Nội ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,12.10.2017,12.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/su-kien-mo-ban-ram-ro-nhat-thang-6298673
21.00673,105.79551,55,Secret,can-ho-ban-chung-cu-3529, ,Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-1-ngu-dt-55m2-toa-c1-chung-cu-vinhomes-6023907
10.74311,106.63026,82,Secret,can-ho-ban-chung-cu-cao-cap-3530,"491 HẬU GIANG, PHƯỜNG 11, QUẬN 6 ",Phường 11,Quận 6,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-him-lam-cho-lon-block-c-86m2-4554914
10.78323,106.73663,75,Secret,can-ho-ban-chung-cu-3529,": Khu đô thị mới Thủ Thiêm, Quận 2, thành phố Hồ Chí Minh ",Phường Bình Khánh,Quận 2,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-dot-dau-doc-quyen-can-ho-new-city-ck-ngay-5-6330983
10.73072,106.70413,54,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Tân Phong,Quận 7,TP.Hồ Chí Minh,21.10.2017,24.08.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/soc-khi-biet-gia-chinh-thuc-can-ho-lavida-plus-khu-6097306
10.79344,106.63898,77,Secret,can-ho-ban-chung-cu-cao-cap-3530,Âu Cơ ,Phường Tân Thành,Quận Tân Phú,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-gap-can-ho-ngay-khu-cho-bau-cat-gia-re-4672780
10.72051,106.62091,50,900,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,07.10.2017,07.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-1-ty-ck-4-heaven-cityview-block-dep-nhat-du-6280824
10.80121,106.65062,72,Secret,nha-ban-nha-pho-3535,Quách Văn Tuấn Phường 12 ,Phường 12,Quận Tân Bình,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-no-hau-hem-6m-duong-quach-van-tuan-2-lau-s-6326106
10.73729,106.55269,41,495,can-ho-ban-chung-cu-3529,Trần Đại Nghĩa Hồ Chí Minh ,Xã Tân Nhựt,Huyện Bình Chánh,TP.Hồ Chí Minh,09.10.2017,12.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-rubyhome-binh-chanh-chi-495-trieu-can-02-ph-6273041
0.0,0.0,34,900,can-ho-ban-chung-cu-3529,108 Mai động! ,Phường Mai Động,Quận Hoàng Mai,TP.Hà Nội,10.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-nha-tap-the-khu-c12-ngo-108-mai-dong-6286511
10.80397,106.74300,72,Secret,can-ho-ban-chung-cu-cao-cap-3530,Xa lộ Hà Nội Hồ Chí Minh ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,11.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-cao-cap-voi-nhieu-tien-ich-xung-quanh-tai-t-6291105
21.00072,105.78411,123,Secret,can-ho-ban-chung-cu-3529,Mễ Trì Hà Nội ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-22-chung-cu-vinhomes-green-bay-me-tri-co-th-6036122
10.74827,106.63668,97,Secret,can-ho-ban-chung-cu-3529,"491 Hậu Giang, Hồ Chí Minh, Việt Nam ",Phường 11,Quận 6,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-ho-chung-cu-him-lam-cho-lon-gia-2-45-ty-4759842
10.78323,106.73663,53,Secret,can-ho-ban-chung-cu-cao-cap-3530,"17 Mai Chí Thọ, khu phố 3, Phường Bình Khánh, Quận 2, TP. HCM. ",Phường Bình Khánh,Quận 2,TP.Hồ Chí Minh,20.10.2017,20.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/new-city-thu-thiem-mo-ban-dot-1-ban-giao-full-noi-6329474
10.79148,106.63456,78,Secret,can-ho-ban-chung-cu-3529,685 Âu Cơ ,Phường Tân Thành,Quận Tân Phú,TP.Hồ Chí Minh,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-doc-quyen-mat-tien-au-co-quan-tan-phu-4302926
10.72051,106.62091,50,Secret,can-ho-ban-chung-cu-3529, ,Phường 16,Quận 8,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/hot-can-ho-ngay-trung-tam-quan-8-suat-noi-bo-gia-c-6268466
10.80612,106.66277,125,Secret,nha-ban-nha-pho-3535, ,Phường 02,Quận Tân Bình,TP.Hồ Chí Minh,18.10.2017,18.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-khu-san-bay-tan-son-nhat-dt-4-5x28m-1-lung-6321059
10.73072,106.70413,54,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Tân Phong,Quận 7,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-phu-my-hung-3-mat-view-song-chi-1-6-ty-can-6097104
20.97410,105.82387,74,Secret,can-ho-ban-chung-cu-3529, ,Phường Đại Kim,Quận Hoàng Mai,TP.Hà Nội,11.10.2017,11.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-3-phong-ngu-ct12b-kvkl-6294843
15.98965,108.26733,41,720,can-ho-ban-chung-cu-cao-cap-3530,Trường Sa Ngũ Hành Sơn ,Phường Hoà Hải,Quận Ngũ Hành Sơn,TP.Đà Nẵng,10.10.2017,10.10.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/coco-wonderland-xu-so-than-tien-doc-nhat-tai-cocob-6275554
10.70289,106.70856,52,Secret,can-ho-ban-chung-cu-3529,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,12.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-the-park-residence-52-38-m2-gia-1-32-ty-6231688
0.0,0.0,62,1000.0,can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tu-200-trieu-khach-hang-da-so-huu-can-ho-toa-g3-ch-5798713
21.02265,105.78949,90,Secret,can-ho-ban-chung-cu-3529,Dương Đình Nghệ Mễ Trì ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,18.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-so-15-chung-cu-vinhomes-green-bay-5434234
10.78323,106.73663,71,Secret,can-ho-ban-chung-cu-cao-cap-3530, ,Phường Bình Khánh,Quận 2,TP.Hồ Chí Minh,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-ho-cao-cap-2pn-2-toilet-dien-tich-70-5-6327049
10.79126,106.63415,77,Secret,can-ho-ban-chung-cu-cao-cap-3530,The southern dragon 685 ,Phường Tân Thạnh,Quận Tân Phú,TP.Hồ Chí Minh,18.10.2017,08.05.2017,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/2pn-2wc-78m2-gia-chi-2-2-ty-quan-tan-phu-5232167
0.0,0.0,84,Secret,nha-ban-nha-pho-3535,Cống Lỡ P15 Q. Tân Bình ,Phường 15,Quận Tân Bình,TP.Hồ Chí Minh,18.10.2017,18.10.2017,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chuyen-nha-can-ban-re-nha-pho-4x21m-ngay-trung-tam-4689468
10.79433,106.63974,54,Secret,can-ho-ban-chung-cu-cao-cap-3530,678 Âu Cơ ,Phường 14,Quận Tân Bình,TP.Hồ Chí Minh,21.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-4-mat-tien-duong-tai-trung-tam-quan-tan-bin-6334140
20.96248,105.83639,73,Secret,can-ho-ban-chung-cu-3529, ,Phường Hoàng Liệt,Quận Hoàng Mai,TP.Hà Nội,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/toi-can-ban-ch-tang-20-toa-ct12-kim-van-kim-lu-73m-6327312
15.96924,108.28268,45,720,can-ho-ban-chung-cu-cao-cap-3530,Trường Sa Ngũ Hành Sơn ,Phường Hoà Hải,Quận Ngũ Hành Sơn,TP.Đà Nẵng,20.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-ho-khach-san-condotel-cocobay-gia-chi-6327937
10.71454,106.73691,70,2000.0,can-ho-ban-chung-cu-3529,1177 Huỳnh Tấn Phát ,Phường Phú Thuận,Quận 7,TP.Hồ Chí Minh,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/vi-sao-moi-nguoi-do-xo-nhau-mua-can-ho-d-vela-co-p-6331237
21.00051,105.78376,73,Secret,can-ho-ban-chung-cu-3529,Lương Thế Vinh Hà Nội ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,22.10.2017,,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-2-ngu-chung-cu-nam-tu-liem-can-ho-co-dt-73-6061669
